"vid","cid","id","source","project","pcode","name","visit_date","visit_onsite","visit_onsite_novisitreason","geom","longitude","latitude","location_origin","province","province_old","territoire","collectivite","groupement","village","workers_numb","access_dry","access_wet","is_3t_mine","is_gold_mine","mineral1","selling_points_mineral1","final_destination_mineral1","mineral2","selling_points_mineral2","final_destination_mineral2","mineral3","selling_points_mineral3","final_destination_mineral3","mercury","presence","interference","armed_group1","type_armed_group1","frequency_armed_group1","taxation_armed_group1","commerce_taxation_armed_group1","entrance_taxation_armed_group1","monopoly_armed_group1","buying_minerals_armed_group1","digging_armed_group1","forced_labour_armed_group1","pillaging_armed_group1","pit_ownership_armed_group1","armed_group2","type_armed_group2","frequency_armed_group2","taxation_armed_group2","commerce_taxation_armed_group2","entrance_taxation_armed_group2","monopoly_armed_group2","buying_minerals_armed_group2","digging_armed_group2","forced_labour_armed_group2","pillaging_armed_group2","pit_ownership_armed_group2","armed_group3","type_armed_group3","frequency_armed_group3","taxation_armed_group3","commerce_taxation_armed_group3","entrance_taxation_armed_group3","monopoly_armed_group3","buying_minerals_armed_group3","digging_armed_group3","forced_labour_armed_group3","pillaging_armed_group3","pit_ownership_armed_group3","mechanisation","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","women","womenwork"
58,58,58,"IPIS - Ministère des Mines","IPIS - 2009","codmine00869","Binogo","2009-01-01",1,,"0101000020E6100000802BD9B111D83C40DDEA39E97DE3FDBF",28.84402,-1.86804,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Ziralo","Fwangere, Gali",36,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,59,"IPIS - Ministère des Mines","IPIS - 2009","codmine00883","Mushangi D8","2009-01-01",1,,"0101000020E610000098AFA8820D7C3C40D10EC299FCA205C0",28.484581152136883,-2.7045833599421276,"GPS","Sud-Kivu","Sud-Kivu","Walungu","Ngweshe","Mulamba","Maziba",53,,,1,0,"Cassitérite",,,"Wolframite",,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,60,"IPIS - Ministère des Mines","IPIS - 2009","codmine00887","Kilima Kwale","2009-01-01",1,,"0101000020E6100000962E4F2A717D3C40BF1BD612B8EE05C0",28.490008014995134,-2.7415620299902623,"GPS","Sud-Kivu","Sud-Kivu","Walungu","Ngweshe","Mulamba","Champemba",48,,,1,0,"Cassitérite",,,"Wolframite",,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,61,"IPIS - Ministère des Mines","IPIS - 2009","codmine00888","Bushushu","2009-01-01",1,,"0101000020E6100000D2A7656350803C406A952D2070DE05C0",28.50122662765336,-2.733612300292113,"GPS","Sud-Kivu","Sud-Kivu","Walungu","Ngweshe","Mulamba","Bushushu",44,,,1,0,"Cassitérite",,,"Wolframite",,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,62,"IPIS - Ministère des Mines","IPIS - 2009","codmine00889","Namadava","2009-01-01",1,,"0101000020E6100000F06C8FDE70773C409A266C3F19E305C0",28.466566,-2.735888,"GPS","Sud-Kivu","Sud-Kivu","Walungu","Ngweshe","Mulamba","Namadava",78,,,0,1,"Or",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,63,"IPIS - Ministère des Mines","IPIS - 2009","codmine00890","Zolazola D23","2009-01-01",1,,"0101000020E6100000C9A32E2C927D3C400D84A6128B8505C0",28.490511666666666,-2.69020666666666,"GPS","Sud-Kivu","Sud-Kivu","Walungu","Ngweshe","Mulamba","Namwerwe",72,,,1,0,"Cassitérite",,,"Wolframite",,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,64,"IPIS - Ministère des Mines","IPIS - 2009","codmine00891","Muhinga","2009-01-01",1,,"0101000020E6100000C2D9AD65327C3C40541F48DE395405C0",28.485144,-2.666126,"GPS","Sud-Kivu","Sud-Kivu","Kabare","Nindja","Luhago","Mwegerera",91,,,1,0,"Cassitérite",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,65,"IPIS - Ministère des Mines","IPIS - 2009","codmine00896","Kashwa","2009-01-01",1,,"0101000020E6100000DBC01DA853AE3C406798DA52079906C0",28.680964,-2.824721,"GPS","Sud-Kivu","Sud-Kivu","Mwenga","Burhinyi","Budaha","Kanyimba",15,,,1,0,"Cassitérite",,,"Wolframite",,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,66,"IPIS - Ministère des Mines","IPIS - 2009","codmine00899","Chondo","2009-01-01",1,,"0101000020E6100000CD91955F06A73C40878BDCD3D5FD06C0",28.652441,-2.873943,"GPS","Sud-Kivu","Sud-Kivu","Mwenga","Burhinyi","Ciriri","Ibuga",180,,,0,1,"Or",,,,,,,,,,1,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,67,"IPIS - Ministère des Mines","IPIS - 2009","codmine00901","Kadubo-Karhendezi","2009-01-01",1,,"0101000020E6100000A92EE06586AD3C40587380608E5E06C0",28.677832,-2.79617,"GPS","Sud-Kivu","Sud-Kivu","Mwenga","Burhinyi","Karhendezi","Cironge",13,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,68,"IPIS - Ministère des Mines","IPIS - 2009","codmine00906","Nyamurhale/Lubona","2009-01-01",1,,"0101000020E6100000A236A82BFCA13C408325EFC46CF405C0",28.63275406700871,-2.744348085926221,"GPS","Sud-Kivu","Sud-Kivu","Walungu","Ngweshe","Lubona","Nyamurhale",100,,,0,1,"Or",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,"IPIS - Ministère des Mines","IPIS - 2009","codmine00907","Mukungwe","2009-01-01",1,,"0101000020E610000013029809E4A43C4055D1C89A888206C0",28.644104575740197,-2.813737115148039,"GPS","Sud-Kivu","Sud-Kivu","Walungu","Ngweshe","Mushinga","Mukungwe",132,,,0,1,"Or",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,"IPIS - Ministère des Mines","IPIS - 2009","codmine00917","Kalimbi (Nyabibwe)","2009-01-01",1,,"0101000020E6100000B14D2A1A6BEF3C40F911BF620D17FFBF",28.935228,-1.943128,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Mbinga Nord","Nyabibwe",180,,,1,0,"Cassitérite",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,71,"IPIS - Ministère des Mines","IPIS - 2009","codmine00918","Nkwiro","2009-01-01",1,,"0101000020E61000005917B7D100EE3C40014D840D4FAFFFBF",28.9297,-1.9803,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Mbinga Sud","Bushushu",46,,,1,0,"Cassitérite",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,72,"IPIS - Ministère des Mines","IPIS - 2009","codmine00919","Manga","2009-01-01",1,,"0101000020E6100000885C260B23EE3C404A584AC037AFFFBF",28.9302222222,-1.9802777778,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Mbinga Sud","Bushushu",56,,,1,0,"Cassitérite",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,73,"IPIS - Ministère des Mines","IPIS - 2009","codmine00920","Kamole 1","2009-01-01",1,,"0101000020E6100000A089B0E1E9153D403B70CE88D2DEFFBF",29.0856,-1.9919,"GPS","Sud-Kivu","Sud-Kivu","Idjwi","Rubenga","Kihumba","Kamole",1500,,,1,0,"Wolframite",,,"Cassitérite",,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,74,"IPIS - Ministère des Mines","IPIS - 2009","codmine00921","Bwina","2009-01-01",1,,"0101000020E6100000AD4F39268B0F3D4092CB7F48BFFD01C0",29.060717,-2.2489,"GPS","Sud-Kivu","Sud-Kivu","Idjwi","Ntambuka","Nyakalengwa","Lemera",2000,,,1,0,"Cassitérite",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,75,"IPIS - Ministère des Mines","IPIS - 2009","codmine00925","Lukungurhi","2009-01-01",1,,"0101000020E610000094F6065F98BC3C40EE5A423EE8D906C0",28.7367,-2.8564,"GPS","Sud-Kivu","Sud-Kivu","Mwenga","Luhwindja","Luchiga","Lukugurha",43,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,76,"IPIS - Ministère des Mines","IPIS - 2009","codmine00927","Mwana River","2009-01-01",1,,"0101000020E6100000D200DE0209BA3C40560E2DB29DEF06C0",28.7267,-2.867,"GPS","Sud-Kivu","Sud-Kivu","Mwenga","Luhwindja","Luchiga","Gone",224,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,77,"IPIS - Ministère des Mines","IPIS - 2009","codmine00928","Chaminyago","2009-01-01",1,,"0101000020E6100000139B8F6B437D3C40CAA65CE15D6E05C0",28.48931,-2.67889,"GPS","Sud-Kivu","Sud-Kivu","Walungu","Ngweshe","Mulamba","Nshanga",16,,,1,1,"Or",,,"Cassitérite",,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,78,"IPIS - Ministère des Mines","IPIS - 2009","codmine00934","Kapanga","2009-01-01",1,,"0101000020E6100000B538BE5186DF3C4054573ECBF3A010C0",28.8731433,-4.15718,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma-Sud","Mukera",550,,,0,1,"Or",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,"Maï-Maï Yakutumba","Groupe armé local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,79,"IPIS - Ministère des Mines","IPIS - 2009","codmine00945","Akyanga","2009-01-01",1,,"0101000020E61000009964E42CECB93C40A8A9656B7D1113C0",28.72626,-4.76708,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Ngandja","Basikasilu","Misisi",6000,,,0,1,"Or",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,"Maï-Maï Yakutumba","Groupe armé local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,80,"IPIS - Ministère des Mines","IPIS - 2009","codmine00974","Mugerero","2009-01-01",1,,"0101000020E6100000FC7266BB42FB3C40029CDEC5FB3108C0",28.981487,-3.024406,"GPS","Sud-Kivu","Sud-Kivu","Uvira","Bafuliro","Lemera","Lemera",1700,,,1,0,"Cassitérite",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,81,"IPIS - Ministère des Mines","IPIS - 2009","codmine00976","Kinyinya/Kagongo","2009-01-01",1,,"0101000020E61000003B8C497F2FF53C40259529E6206806C0",28.957756,-2.800844,"GPS","Sud-Kivu","Sud-Kivu","Uvira","Bafuliro","Itara/Luvungi","Rupangu",600,,,1,0,"Cassitérite",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,82,"IPIS - Ministère des Mines","IPIS - 2009","codmine00999","Mikenge","2009-01-01",1,,"0101000020E6100000EC8502B683BD3C407C992842EAF60DC0",28.740291,-3.745564,"GPS","Sud-Kivu","Sud-Kivu","Mwenga","Itombwe","Basimukindje 1","Mikenge",,,,0,1,"Or",,,,,,,,,,1,,"FRF","Groupe armé local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,"IPIS - Ministère des Mines","IPIS - 2009","codmine01000","Filon 14 (Lwemba)","2009-01-01",1,,"0101000020E6100000894642D9BDB83C400AD326A8EA8F0DC0",28.721646860771703,-3.6952717911575563,"GPS","Sud-Kivu","Sud-Kivu","Mwenga","Itombwe","Basimukindje 1","Bukunji",,,,0,1,"Or",,,,,,,,,,1,,"FRF","Groupe armé local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,84,"IPIS - Ministère des Mines","IPIS - 2009","codmine01119","Katembe","2009-01-01",1,,"0101000020E61000007F6ABC7493F83C404A584AC0372FF9BF",28.971,-1.5740277778,"GPS","Nord-Kivu","Nord-Kivu","Masisi","Bahunde","Karuba","Bushule",59,,,1,0,"Cassitérite",,,"Wolframite",,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,85,"IPIS - Ministère des Mines","IPIS - 2009","codmine01158","Bhembu","2009-01-01",1,,"0101000020E610000027F911BF62A13C408CA03193A817DB3F",28.630413,0.423319,"Approximation","Nord-Kivu","Nord-Kivu","Lubero","Bapere","Bapakombe","Bhembu",125,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,86,"IPIS - Ministère des Mines","IPIS - 2009","codmine01194","Kakanga","2009-01-01",1,,"0101000020E6100000E867EA758BA83C40986DA7AD11C109C0",28.658378,-3.219272,"GPS (IPIS 2009)","Sud-Kivu","Sud-Kivu","Mwenga","Itombwe / Réserve Naturelle d'Itombwe","Basimukinje 1","Misa",250,,,1,0,"Cassitérite",,,"Wolframite",,,,,,,1,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,87,"IPIS - Ministère des Mines","IPIS - 2009","codmine01264","Mangbale","2009-01-01",1,,"0101000020E6100000295C8FC2F5283C401F85EB51B81EE53F",28.16,0.66,"Approximation","Nord-Kivu","Nord-Kivu","Lubero","Bapere","Bapaitumba","Lenda",,,,1,0,"Coltan",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,"Maï-Maï Simba","Groupe armé local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,88,"IPIS - Ministère des Mines","IPIS - 2009","codmine01270","Mayimoto","2009-01-01",1,,"0101000020E6100000FC6D4F90D8BA3C408A58C4B0C3380BC0",28.729867,-3.402717,"GPS (IPIS 2009)","Sud-Kivu","Sud-Kivu","Mwenga","Itombwe / Réserve Naturelle d'Itombwe","Basimukinje 2","Manjale",,,,1,1,"Cassitérite",,,"Or",,,"Argent",,,,1,,"Maï-Maï Kapopo","Groupe armé local",,,,,,,,,,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,89,"IPIS - Ministère des Mines","IPIS - 2009","codmine01323","Kiandjo","2009-01-01",1,,"0101000020E610000043C70E2A71A13C40572250FD83E80AC0",28.630633,-3.363533,"GPS (IPIS 2009)","Sud-Kivu","Sud-Kivu","Mwenga","Itombwe / Réserve Naturelle d'Itombwe","Itombwe / Réserve Naturelle d'Itombwe","Kabumbu",,,,1,1,"Cassitérite",,,"Or",,,,,,,1,,"Maï-Maï Kapopo","Groupe armé local",,,,,,,,,,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,90,"IPIS - Ministère des Mines","IPIS - 2009","codmine01345","Bwina 1","2009-01-01",1,,"0101000020E610000048CAEEEEEE0E3D40FB2377557A0002C0",29.0583333333,-2.2502333333,"GPS","Sud-Kivu","Sud-Kivu","Idjwi","Ntambuka",,,900,,,1,0,"Cassitérite",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,91,"IPIS - Ministère des Mines","IPIS - 2009","codmine01664","Lima","2009-01-01",1,,"0101000020E6100000A09421B3A03D3D409930EE4B5CB4E33F",29.2407333333,0.6157666667,"GPS","Nord-Kivu","Nord-Kivu","Beni","Beni-Mbau","Madiwe","Alina",50,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,92,"IPIS - Ministère des Mines","IPIS - 2009","codmine01665","Alima 1","2009-01-01",1,,"0101000020E61000004AF57505C83D3D40F697DD938785E33F",29.2413333333,0.61005,"GPS","Nord-Kivu","Nord-Kivu","Beni","Beni-Mbau","Madiwe","Alina",70,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,93,"IPIS - Ministère des Mines","IPIS - 2009","codmine01666","Aloya - Mukubungu","2009-01-01",1,,"0101000020E6100000C3C8BA9362223D409559DCF54D87DF3F",29.1343166667,0.4926333333,"GPS","Nord-Kivu","Nord-Kivu","Beni","Beni-Mbau","Madiwe","Aloya Cantine",20,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,94,"IPIS - Ministère des Mines","IPIS - 2009","codmine01667","Batende","2009-01-01",1,,"0101000020E6100000FA73F9EABD933C40FD2F6C5021440EC0",28.5771166667,-3.7832666667,"GPS","Sud-Kivu","Sud-Kivu","Mwenga","Itombwe",,"Batende",,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,95,"IPIS - Ministère des Mines","IPIS - 2009","codmine01668","Benzia","2009-01-01",1,,"0101000020E6100000EA0E18DAEFE93B40570339CDA7C307C0",27.9138161,-2.9705349,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Baligi","Benzia",750,,,1,0,"Cassitérite",,,,,,,,,,1,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,96,"IPIS - Ministère des Mines","IPIS - 2009","codmine01669","Bese","2009-01-01",1,,"0101000020E6100000DB1324B6BBBB3C405D514A085655EDBF",28.733333,-0.916667,"Ancienne base (village)","Nord-Kivu","Nord-Kivu","Walikale","Wanianga","Kisimba","Bese",,,,0,1,"Or",,,,,,,,,,1,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,97,"IPIS - Ministère des Mines","IPIS - 2009","codmine01670","Bihumba","2009-01-01",1,,"0101000020E610000048ECEBE5640F3D40874C646338F101C0",29.0601333333,-2.2427833333,"GPS","Sud-Kivu","Sud-Kivu","Idjwi","Ntambuka","Lemera","Lemera",200,,,1,0,"Cassitérite",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,"IPIS - Ministère des Mines","IPIS - 2009","codmine01671","Bikoka","2009-01-01",1,,"0101000020E6100000870B68FD408C3C400085D28D2B1BD93F",28.5478666667,0.3922833333,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Bapere","Bapakombe","Bikoka",200,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,99,"IPIS - Ministère des Mines","IPIS - 2009","codmine01673","Bugumbu","2009-01-01",1,,"0101000020E6100000A47D991577FD3B4042C20ACA476508C0",27.990098333333336,-3.049453333333333,"GPS","Sud-Kivu","Sud-Kivu","Mwenga","Wamuzimu","Basimbi","Bugumbu",,,,1,0,"Cassitérite",,,"Coltan",,,,,,,1,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100,100,"IPIS - Ministère des Mines","IPIS - 2009","codmine01674","Buhimba","2009-01-01",1,,"0101000020E61000003215A8E6EEEE3C40AF5B46E2CCCCECBF",28.93333284,-0.90000004,"Numérisation (village)","Nord-Kivu","Nord-Kivu","Walikale","Wanianga","Kisimba","Buhimba",,,,0,1,"Or",,,,,,,,,,1,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101,101,"IPIS - Ministère des Mines","IPIS - 2009","codmine01675","Bukombe","2009-01-01",1,,"0101000020E61000008424DBD453C63B4090A0F831E62EF9BF",27.7747166667,-1.57395,"GPS","Nord-Kivu","Nord-Kivu","Walikale","Bakano","Bakondjo","Bukombe",43,,,1,0,"Cassitérite",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102,102,"IPIS - Ministère des Mines","IPIS - 2009","codmine01676","Bulenga 1","2009-01-01",1,,"0101000020E6100000A779C7293A123D40C409B7F9597F01C0",29.0712,-2.1871833333,"GPS","Sud-Kivu","Sud-Kivu","Idjwi","Ntambuka","Mugote","Bulenga",,,,1,0,"Wolframite",,,"Cassitérite",,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103,103,"IPIS - Ministère des Mines","IPIS - 2009","codmine01677","Bulenga 2","2009-01-01",1,,"0101000020E610000035EF384547123D40FE9B8279A27E01C0",29.0714,-2.1868333333,"GPS","Sud-Kivu","Sud-Kivu","Idjwi","Ntambuka","Mugote","Bulenga",,,,1,0,"Wolframite",,,"Cassitérite",,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,104,"IPIS - Ministère des Mines","IPIS - 2009","codmine01678","Bulyango","2009-01-01",1,,"0101000020E61000008C555BD6EAF03C40BDE0A9418510FFBF",28.9410833333,-1.9415333333,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Mbinga-Nord","Kabulu",9,,,1,0,"Cassitérite",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105,105,"IPIS - Ministère des Mines","IPIS - 2009","codmine01679","Butezi","2009-01-01",1,,"0101000020E610000035186D0DE15F3C4075DF6099066707C0",28.3745277778,-2.9253055556,"GPS (village)","Sud-Kivu","Sud-Kivu","Mwenga","Basile","Bashimwenda II","Butezi",150,,,1,0,"Cassitérite",,,"Wolframite",,,,,,,1,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106,106,"IPIS - Ministère des Mines","IPIS - 2009","codmine01681","Chantier Mixte","2009-01-01",1,,"0101000020E6100000083D9B559FE33C40CB133296FC62FCBF",28.88915,-1.7741666667,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Numbi",20,,,1,0,"Cassitérite",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,107,"IPIS - Ministère des Mines","IPIS - 2009","codmine01682","Cigubi","2009-01-01",1,,"0101000020E6100000818AD2B9B5BF3C40A6D14FB5F04F07C0",28.7488666667,-2.9140333333,"GPS","Sud-Kivu","Sud-Kivu","Mwenga","Burhinyi","Nyirindja","Cigubi",52,,,1,0,"Cassitérite",,,,,,,,,,1,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,108,"IPIS - Ministère des Mines","IPIS - 2009","codmine01683","Domaine","2009-01-01",1,,"0101000020E6100000181BE233EC423D400475187CAB88AD3F",29.2614166667,0.0576833333,"GPS","Nord-Kivu","Nord-Kivu","Lubero","Baswagha","Ngulo","Domaine",,,,0,1,"Or",,,"Diamant",,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109,109,"IPIS - Ministère des Mines","IPIS - 2009","codmine01684","Dubai","2009-01-01",1,,"0101000020E6100000A8C64B3789B93D405071702E244DED3F",29.72475,0.9156666667,"GPS","Nord-Kivu","Nord-Kivu","Beni","Beni-Mbau","Bambuba-Kisiki","Mukondi",10,,,0,1,"Or",,,,,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110,110,"IPIS - Ministère des Mines","IPIS - 2009","codmine01687","Ibondo-Busonsa","2009-01-01",1,,"0101000020E61000003232F0B750243C40473D44A33B48FCBF",28.1418566667,-1.767635,"GPS","Nord-Kivu","Nord-Kivu","Walikale","Bakano","Bakano","Ibondo",,,,1,0,"Cassitérite",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,111,"IPIS - Ministère des Mines","IPIS - 2009","codmine01688","Idambo","2009-01-01",1,,"0101000020E6100000940178304F143C40B0980CDC45C9FABF",28.0793333333,-1.6741388889,"GPS","Nord-Kivu","Nord-Kivu","Walikale","Bakano","Bakano","Idambo",104,,,1,0,"Cassitérite",,,,,,,,,,1,,"FARDC","FARDC - Pas de données sur les ingérences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112,112,"IPIS - Ministère des Mines","IPIS - 2009","codmine01689","Ihimbi","2009-01-01",1,,"0101000020E61000009FE5797077A63C401CB62DCA6C90E4BF",28.65026,-0.64263,"Approximation","Nord-Kivu","Nord-Kivu","Walikale","Wanianga","Kisimba?",,,,,0,1,"Or",,,,,,,,,,1,,"FDLR","Groupe armé étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113,113,"IPIS - Ministère des Mines","IPIS - 2009","codmine01693","Ishenge","2009-01-01",1,,"0101000020E610000090AB69039D163D40744694F606DFFFBF",29.0883333333,-1.99195,"GPS","Sud-Kivu","Sud-Kivu","Idjwi","Rubenga","Kihumba","Ishenge",550,,,1,0,"Wolframite",,,"Cassitérite",,,,,,,0,,,"Aucun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
