"vid","id","source","project","pcode","name","visit_date","visit","novisit_reason","geom","longitude","latitude","location_origin","prefecture","sousprefecture","commune","village","chantiers_numb","workers_numb","workers_women","workers_women_work_type","childunder15","childunder15_work_type","minerals","minerals_diamant","minerals_or","minerals_autre","production_destination","services1_name","services1_frequency","services2_name","services2_frequency","services3_name","services3_frequency","actor_type","actor1name","actor1name_frequency","actor1name_tax","actor1name_pillage","actor1name_forcedlabour","actor1name_buyminerals","actor1name_digging","actor1name_monopoly","actor2name","actor2name_frequency","actor2name_tax","actor2name_pillage","actor2name_forcedlabour","actor2name_buyminerals","actor2name_digging","actor2name_monopoly","actor3name","actor3name_frequency","actor3name_tax","actor3name_pillage","actor3name_forcedlabour","actor3name_buyminerals","actor3name_digging","actor3name_monopoly","roadblocks","roadblocks_actor","environment_water_change","environment_deforestation","conflict_category","conflict_type","accident_injured","accident_dead"
163,135,"IPIS","IPIS - TetraTech 2019","cafmine00135","Bania Centre","2019-05-16",1,,"0101000020E610000006416F05271D30404A8A61A91B051040",16.1138766667,4.0049883333,"GPS","Mambéré-Kadéï","Berbérati","Basse-Mambéré","Bania Centre",3,120,50,"Creuser, Laver, Transporter, Autres activités",0,"Autres activités","Diamant",1,0,0,"Berbérati","Brigade minière (USAF)","an",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"extension etayement",,,0,0
164,148,"IPIS","IPIS - TetraTech 2019","cafmine00148","Topia","2019-05-16",1,,"0101000020E6100000984C158C4ACA3040DD0720B589F31140",16.7902,4.48783,"Approximation","Mambéré-Kadéï","Gadzi","Topia","Sassélé",100,3000,100,"Autres activités",0,,"Diamant",1,0,0,,"Brigade minière (USAF)","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"chauffage etayement extension",,,0,0
165,164,"IPIS","IPIS - TetraTech 2019","cafmine00164","Camps Gum","2019-05-16",1,,"0101000020E61000006C385467C85B314068DA978E26A41040",17.3585266667,4.1603033333,"GPS","Lobaye","Boda","Lobaye","Camps Gum",15,100,10,"Transporter, Traiter",80,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter","Diamant",1,0,0,"Boda","Brigade minière (USAF)","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, douane",1,"extension chauffage charbon etayement","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol, Conflits entre propriétaires et exploitants",1,0
166,126,"IPIS","IPIS - TetraTech 2019","cafmine00126","Yanguénda","2019-05-17",1,,"0101000020E6100000F5BEF1B5673230400856401ED4F80D40",16.196895,3.7464983333,"GPS","Sangha-Mbaéré","Nola","Nola","Mboussa",1,50,0,,15,"Creuser, Creuser sous terre, Laver","Diamant",1,0,0,"Mboussa",,,,,,,"autodefense","Anti-balaka",,,,,,,,,,,,,,,,,,,,,,,,0,,0,"extension",,,0,0
167,132,"IPIS","IPIS - TetraTech 2019","cafmine00132","Mangala","2019-05-17",1,,"0101000020E610000045A9952EEA3C3040973887EE7F6D0F40",16.2379483333,3.9284666667,"GPS","Mambéré-Kadéï","Berbérati","Basse-Mambéré","Kelepa",7,20,0,,0,,"Diamant",1,0,0,"Berbérati, Cameroun","Point focal du Processus de Kimberley","an","Point focal du Processus de Kimberley","an",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"etayement extension",,,0,0
168,153,"IPIS","IPIS - TetraTech 2019","cafmine00153","Arabi","2019-05-17",1,,"0101000020E61000002755F2A0C6322F4015E2262695760F40",15.5991716667,3.9329016667,"GPS","Mambéré-Kadéï","Sosso-Nakombo","Basse-Kadéi","Arabi",5,500,7,"Creuser, Creuser sous terre, Laver, Transporter",0,,"Diamant, Or",1,1,0,"Berbérati",,,,,,,"etatique","FACA",,,,,,,,,,,,,,,,,,,,,,,,0,,0,"etayement extension",,,0,0
169,179,"IPIS","IPIS - TetraTech 2019","cafmine00179","Site Doubi 2","2019-05-17",1,,"0101000020E6100000086CF61B001C3140413938B6B1BC1240",17.1093766667,4.6842716667,"GPS","Lobaye","Boganangone","Boganangone","Village Gbadeing",5,14,0,,3,"Creuser, Transporter","Diamant, Or",1,1,0,"Boda, Yawa",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension chauffage",,,0,0
170,136,"IPIS","IPIS - TetraTech 2019","cafmine00136","Wodo","2019-05-18",1,,"0101000020E6100000EA043411364030403484F84359850F40",16.250825,3.9401116667,"GPS","Mambéré-Kadéï","Berbérati","Basse-Mambéré","Balego",5,35,3,"Transporter",4,"Creuser, Creuser sous terre, Transporter","Diamant",1,0,0,"Berbérati",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,0,0
171,141,"IPIS","IPIS - TetraTech 2019","cafmine00141","Sama 1 Camp Gbangoro","2019-05-18",1,,"0101000020E61000005BD5A9E148BD2F40A4C2D84290531340",15.8696966667,4.831605,"GPS","Mambéré-Kadéï","Carnot","Carnot","Sama 1",65,135,0,,0,,"Diamant",1,0,0,"Carnot, Berbérati","Point focal du Processus de Kimberley","trois_mois","Brigade minière (USAF)","aleatoire",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension etayement",,,0,0
172,149,"IPIS","IPIS - TetraTech 2019","cafmine00149","Poussa","2019-05-18",1,,"0101000020E6100000C54F0B39C90930400B3306F85BC81240",16.0382266667,4.6956633333,"GPS","Mambéré-Kadéï","Carnot","Carnot","Zegbe",1,24,0,,0,,"Diamant",1,0,0,"Carnot, Berbérati","Administration des mines","aleatoire","Brigade minière (USAF)","aleatoire",,,"etatique","FACA",,,,,,,,,,,,,,,,,,,,,,,,0,,1,"etayement extension","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol, Litige de propriété entre chantiers sur le même site",0,0
173,154,"IPIS","IPIS - TetraTech 2019","cafmine00154","Bérèngho","2019-05-18",1,,"0101000020E6100000BD2F56AF35263040D8F4354E30690C40",16.1492566667,3.5513616667,"GPS","Sangha-Mbaéré","Nola","Nola","Mbanza",24,7,0,,0,,"Diamant",1,0,0,"Berbérati",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension chauffage",,,0,0
174,143,"IPIS","IPIS - TetraTech 2019","cafmine00143","Camp Pilote","2019-05-20",1,,"0101000020E6100000124E0B5EF4552F40CB4A9352D05D1340",15.66788,4.841615,"GPS","Mambéré-Kadéï","Carnot","Carnot","Camp Koko",2,36,0,,0,,"Diamant",1,0,0,"Carnot",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"extension",,,0,0
175,150,"IPIS","IPIS - TetraTech 2019","cafmine00150","Sangouma","2019-05-20",1,,"0101000020E6100000A37895B54DD12F40F094C448E5041340",15.908796,4.7547809,"Approximation","Mambéré-Kadéï","Carnot","Carnot","Sangouma",85,250,25,"Autres activités",100,"Autres activités","Diamant, Or",1,1,0,"Carnot","Brigade minière (USAF)","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"extension chauffage","Conflit lié à l’exploitation artisanale","Conflits de limites",0,0
176,163,"IPIS","IPIS - TetraTech 2019","cafmine00163","Bolaye 2","2019-05-20",1,,"0101000020E61000005C2041F163603140200C3CF71E6E1140",17.376525,4.35754,"GPS","Lobaye","Boda","Lobaye","Bolaye 2",100,200,0,,0,,"Diamant, Or",1,1,0,"Boda",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, douane, Brigade minière, Eaux et Forêts, et police au niveau de Boda; gendarmerie pour Bolaye 2",1,"extension chauffage","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains",10,1
177,142,"IPIS","IPIS - TetraTech 2019","cafmine00142","Bouze","2019-05-21",1,,"0101000020E610000012DA722EC5052F404F232D95B7B31340",15.51127,4.925505,"GPS","Mambéré-Kadéï","Carnot","Carnot","Bouli",3,20,6,"Transporter",0,,"Diamant",1,0,0,"Carnot","Point focal du Processus de Kimberley","an",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"extension",,,0,0
178,155,"IPIS","IPIS - TetraTech 2019","cafmine00155","Nazembe","2019-05-21",1,,"0101000020E610000059C0046EDDE52F405D50DF32A7BB1040",15.948955,4.183255,"GPS","Mambéré-Kadéï","Berbérati","Basse-Mambéré","Siriri",6,42,5,"Creuser, Laver, Transporter",0,,"Diamant",1,0,0,"Berbérati",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"etayement extension",,,3,0
179,157,"IPIS","IPIS - TetraTech 2019","cafmine00157","Gbato","2019-05-22",1,,"0101000020E6100000A0EBD316C41530401EE1B4E0456F1140",16.0850233333,4.358665,"GPS","Mambéré-Kadéï","Berbérati","Haute-Batouri","Gbao Gbato",6,30,0,,0,,"Diamant",1,0,0,"Berbérati","Brigade minière (USAF)","aleatoire",,,,,"autodefense","Anti-balaka",,,,,,,,,,,,,,,,,,,,,,,,0,,0,"etayement extension",,,3,1
180,167,"IPIS","IPIS - TetraTech 2019","cafmine00167","Lobe","2019-05-22",1,,"0101000020E6100000031BFF19B85A314054602FF2C5311140",17.3543716667,4.2986066667,"GPS","Lobaye","Boda","Lobaye","Dana-Bofi",25,200,0,,10,"Traiter","Diamant, Or",1,1,0,"Boda","Administration des mines","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension chauffage",,,0,0
181,139,"IPIS","IPIS - TetraTech 2019","cafmine00139","Somica","2019-05-23",1,,"0101000020E61000007D55170128792F40FEA98ACBDE9F1340",15.7366333333,4.9061233333,"GPS","Mambéré-Kadéï","Carnot","Carnot","Somica",3,25,0,,0,,"Diamant",1,0,0,"Carnot","Point focal du Processus de Kimberley","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension chauffage",,,0,1
182,158,"IPIS","IPIS - TetraTech 2019","cafmine00158","Batouri Danzi","2019-05-23",1,,"0101000020E610000073795C6580D62F406E773D762A131140",15.9189483333,4.2687166667,"GPS","Mambéré-Kadéï","Berbérati","Haute-Batouri","Batouri Danzé",3,25,0,,0,,"Diamant",1,0,0,"Berbérati","Autorités locales ou coutumières","trois_mois","Point focal du Processus de Kimberley","an",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"etayement extension",,,0,0
183,159,"IPIS","IPIS - TetraTech 2019","cafmine00159","Batouri Ndanze","2019-05-23",1,,"0101000020E61000004BB0389CF9DD2F40C1472B9CB7041140",15.933545,4.2546066667,"GPS","Mambéré-Kadéï","Berbérati","Basse-Batouri","Kpetene",14,600,15,"Transporter",0,,"Diamant",1,0,0,"Berbérati",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police et USAF",1,"etayement extension",,,3,0
184,178,"IPIS","IPIS - TetraTech 2019","cafmine00178","Gbapana","2019-05-23",1,,"0101000020E6100000425574FF6B1B314087A2409FC8331140",17.1071166667,4.30057,"GPS","Lobaye","Boganda","Boganda","Boganda",20,100,0,,0,,"Diamant",1,0,0,"Yawa",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension chauffage",,,0,0
185,156,"IPIS","IPIS - TetraTech 2019","cafmine00156","Mboumbou","2019-05-24",1,,"0101000020E61000001D03B2D7BBFF2E400CD73C69CE371040",15.49948,4.0544983333,"GPS","Mambéré-Kadéï","Sosso-Nakombo","Basse-Kadéi","Beinademon",2,60,0,,0,,"Diamant",1,0,0,"Berbérati",,,,,,,"etatique","FACA",,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,0,1
186,160,"IPIS","IPIS - TetraTech 2019","cafmine00160","Molandji","2019-05-24",1,,"0101000020E6100000233499E0C1AC2F4064062AE3DF270F40",15.8374166667,3.89447,"GPS","Mambéré-Kadéï","Berbérati","Basse-Batouri","Molandji",7,500,10,"Creuser, Laver",30,"Creuser, Laver, Transporter","Diamant",1,0,0,"Berbérati",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, douane, services phytosanitaires, USAF",1,"etayement extension chauffage",,,4,0
187,168,"IPIS","IPIS - TetraTech 2019","cafmine00168","Chantier Ngoere","2019-05-27",1,,"0101000020E61000009D3F5601D1E62F4002743128C09D1240",15.9508133333,4.6540533333,"GPS","Mambéré-Kadéï","Berbérati","Haute-Batouri","Dg",7,30,0,,2,"Creuser","Diamant",1,0,0,"Berbérati, Carnot",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"etayement extension","Conflit lié à l’exploitation artisanale","Conflits de limites",0,1
188,169,"IPIS","IPIS - TetraTech 2019","cafmine00169","Kelembou","2019-05-27",1,,"0101000020E610000026016A6AD9D22F407180C7958D711240",15.911815,4.6108916667,"GPS","Mambéré-Kadéï","Berbérati","Haute-Batouri","Kelembou",60,80,30,"Creuser, Laver, Transporter",0,,"Diamant",1,0,0,"Berbérati, Carnot","Services de santé","trois_mois",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"extension chauffage etayement",,,30,0
189,170,"IPIS","IPIS - TetraTech 2019","cafmine00170","Bekombo","2019-05-27",1,,"0101000020E610000011BB9F6485B52F4042FA54F32F9C1240",15.8545333333,4.6525266667,"GPS","Mambéré-Kadéï","Berbérati","Haute-Batouri","Nadombo",4,230,30,"Creuser sous terre, Transporter",0,,"Diamant",1,0,0,"Carnot, Berbérati","Brigade minière (USAF)","aleatoire","Gendarmerie","aleatoire",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"etayement extension chauffage",,,20,2
190,171,"IPIS","IPIS - TetraTech 2019","cafmine00171","Ndjikiri","2019-05-28",1,,"0101000020E6100000DC8CEA632B952F40C7FE4B7483AE1240",15.7913466667,4.6704233333,"GPS","Mambéré-Kadéï","Berbérati","Haute-Batouri","Nandombo",6,10,5,"Transporter",15,"Traiter","Diamant",1,0,0,"Berbérati, Carnot",,,,,,,"autodefense","Anti-balaka",,0,1,,0,,0,,,,,,,,,,,,,,,,,0,,1,"extension","Conflit lié à l’exploitation artisanale","Conflits de limites",8,1
191,191,"IPIS","IPIS - TetraTech 2019","cafmine00191","Nago","2019-06-11",1,,"0101000020E61000002332ACE28D4C3040569A94826EEF1840",16.29904,6.23382,"Approximation","Ouham-Pendé","Bozoum","Bozoum","Kparé",2,30,20,"Creuser, Creuser sous terre, Laver, Traiter",2,"Creuser, Creuser sous terre","Or",0,1,0,"Mbai Mboum","Brigade minière (USAF)","an",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension chauffage",,,0,0
192,257,"IPIS","IPIS - TetraTech 2019","cafmine00257","Zongo","2019-06-17",1,,"0101000020E6100000EAAB94AFDE0B2E4058489242467D1440",15.0231833333,5.1223383333,"GPS","Nana-Mambéré","Abba","Abba","Lamy",3,50,20,"Laver, Transporter, Traiter",12,"Laver, Transporter, Traiter","Or",0,1,0,"Lamy","Autorités locales ou coutumières","aleatoire",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"extension chauffage",,,10,0
193,201,"IPIS","IPIS - TetraTech 2019","cafmine00201","Thiene","2019-06-19",1,,"0101000020E6100000344091021E5B31403333333333531840",17.3559266667,6.08125,"GPS","Ouham","Bossangoa","Koro-M'poko","Gbakota",1,25,5,"Creuser, Creuser sous terre, Laver, Transporter, Traiter",0,,"Or",0,1,0,"Bossangoa, Ndjo","Administration des mines","aleatoire","Gendarmerie","aleatoire","Autorités locales ou coutumières","aleatoire","0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"0","Conflit lié à l’exploitation artisanale","Conflits de limites, Litige de propriété entre chantiers sur le même site",0,0
194,192,"IPIS","IPIS - TetraTech 2019","cafmine00192","Popo","2019-06-20",1,,"0101000020E6100000E5778379A2862D40D62BFE1173261740",14.7629583333,5.7875483333,"GPS","Nana-Mambéré","Baboua","Baboua","Jéricho",5,40,5,"Creuser, Laver, Transporter",10,"Laver, Transporter, Traiter","Or",0,1,0,"Cameroun",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,0,0
195,193,"IPIS","IPIS - TetraTech 2019","cafmine00193","Popo 2","2019-06-20",1,,"0101000020E6100000CB10C7BAB87D2D40FD96D255A7201740",14.74555,5.7818883333,"GPS","Nana-Mambéré","Baboua","Baboua","Dongbaike",1,20,5,"Creuser, Laver, Transporter, Traiter",2,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Cameroun",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,0,0
196,194,"IPIS","IPIS - TetraTech 2019","cafmine00194","Kanga","2019-06-20",1,,"0101000020E6100000C217265305AB2D40EDD808C4EB2A1740",14.834025,5.791915,"GPS","Nana-Mambéré","Baboua","Baboua","Nguimandji",1,26,6,"Creuser, Laver, Transporter, Traiter",1,"Laver","Or",0,1,0,"Cameroun",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"0",,,0,0
197,202,"IPIS","IPIS - TetraTech 2019","cafmine00202","Willy","2019-06-20",1,,"0101000020E61000006E74A6F5A4413140ADCF6E4F7D7D1840",17.2564233333,6.1225483333,"GPS","Ouham","Bossangoa","Koro-M'poko","Katanga2",1,150,30,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter",0,,"Or",0,1,0,"Garoua Boulaï, Bangui","Administration des mines","aleatoire","Brigade minière (USAF)","permanent",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie ",0,"etayement extension",,,1,3
198,203,"IPIS","IPIS - TetraTech 2019","cafmine00203","Willy","2019-06-20",1,,"0101000020E6100000E4605E5B52403140E2661F090E821840",17.2512566667,6.1270066667,"GPS","Ouham","Bossangoa","Koro-M'poko","Fini Kodro",15,355,75,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter",25,"Creuser","Or, Argent",0,1,1,"Bangui, Garoua Boulaï, Markounda","Administration des mines","aleatoire","Brigade minière (USAF)","permanent","Services de santé","aleatoire","0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie",1,"etayement extension chauffage","Conflit lié à l’exploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflits de limites, Litige de propriété entre chantiers sur le même site, Conflits entre propriétaires et exploitants, Conflits avec les autorités",0,5
199,213,"IPIS","IPIS - TetraTech 2019","cafmine00213","Kpande","2019-06-20",1,,"0101000020E6100000D97041C721DD2D4005084DF0601E1540",14.9318983333,5.2796666667,"GPS","Nana-Mambéré","Abba","Abba","Sagani",3,120,45,"Creuser, Concasser, Laver, Transporter, Traiter",15,"Laver, Transporter, Traiter","Or",0,1,0,"Bangui, Carnot, Sagani","Administration des mines","aleatoire","Services de santé","aleatoire",,,"groupe_arme","3R","mois",1,0,,,,,,,,,,,,,,,,,,,,,0,,1,"chauffage extension","Conflit lié à l’exploitation artisanale","Conflits lié au vol",0,1
200,214,"IPIS","IPIS - TetraTech 2019","cafmine00214","Hichim","2019-06-20",1,,"0101000020E610000082FFAD64C7D62D40864BF54214161540",14.91949,5.2715616667,"GPS","Nana-Mambéré","Abba","Abba","Sagani",1,30,12,"Laver, Transporter, Traiter",5,"Laver, Transporter, Traiter","Or",0,1,0,"Bouar, Carnot, Sagani",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,"extension etayement chauffage","Conflit lié à l’exploitation artisanale","Conflits de limites",0,0
201,228,"IPIS","IPIS - TetraTech 2019","cafmine00228","Willy","2019-06-20",1,,"0101000020E6100000FDF675E09C413140CE443FF8637D1840",17.2563,6.1224516667,"GPS","Ouham","Bossangoa","Koro-M'poko","Katanga2",2,250,50,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter",0,,"Or",0,1,0,"Bangui, Bossangoa","Brigade minière (USAF)","permanent",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie",0,"etayement extension chauffage","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol, Litige de propriété entre chantiers sur le même site",6,10
202,195,"IPIS","IPIS - TetraTech 2019","cafmine00195","Takoyo","2019-06-21",1,,"0101000020E610000051F701486D8A2D40D3BCE3141D091740",14.770365,5.7589,"GPS","Nana-Mambéré","Baboua","Baboua","Dombayeke",3,60,30,"Creuser, Laver, Transporter, Traiter",10,"Creuser, Transporter, Traiter","Or",0,1,0,"Cameroun",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension",,,0,0
203,196,"IPIS","IPIS - TetraTech 2019","cafmine00196","Takoyo 2","2019-06-21",1,,"0101000020E6100000DDE335C0DF8A2D40269798890F091740",14.7712383333,5.7588483333,"GPS","Nana-Mambéré","Baboua","Baboua","Dombayeke",2,30,12,"Creuser, Laver, Transporter, Traiter",9,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Cameroun",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension chauffage",,,0,0
204,197,"IPIS","IPIS - TetraTech 2019","cafmine00197","Gbaro","2019-06-21",1,,"0101000020E6100000D9535BFB158D2D4022895E46B1CC1640",14.7755583333,5.699895,"GPS","Nana-Mambéré","Baboua","Baboua","Dombayeke",2,160,60,"Creuser, Laver, Transporter, Traiter",22,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Cameroun",,,,,,,"groupe_arme","3R","aleatoire",0,1,,0,,0,,,,,,,,,,,,,,,,,0,,1,"extension chauffage","Conflit avec des acteurs extérieurs au site","Conflits avec éleveurs, Conflits avec des groupes armés non-étatiques",0,0
205,204,"IPIS","IPIS - TetraTech 2019","cafmine00204","Willy","2019-06-21",1,,"0101000020E610000021BBE339483D31405969520ABA7D1840",17.2393833333,6.12278,"GPS","Ouham","Bossangoa","Koro-M'poko","Willy",1,80,2,"Creuser sous terre, Laver, Transporter",0,,"Or",0,1,0,"Cameroun, RDC, Bangui","Administration des mines","aleatoire","Brigade minière (USAF)","permanent",,,"autodefense","Anti-balaka",,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie",0,"etayement extension chauffage","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol, Conflit entre assureurs et artisans",0,1
206,205,"IPIS","IPIS - TetraTech 2019","cafmine00205","Li-Hononh","2019-06-21",1,,"0101000020E61000008B321B64923D31408F617C76D3901840",17.240515,6.1414316667,"GPS","Ouham","Bossangoa","Koro-M'poko","Willy",1,6,0,,0,,"Or",0,1,0,"Garoua Boulaï","Administration des mines","aleatoire","Brigade minière (USAF)","permanent",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie",1,"etayement extension",,,0,0
207,215,"IPIS","IPIS - TetraTech 2019","cafmine00215","Ngue","2019-06-21",1,,"0101000020E610000001EFCD808DDE2D400AC8C5F66D8B1440",14.9346733333,5.1361616667,"GPS","Nana-Mambéré","Abba","Abba","Kamama",1,30,15,"Creuser, Laver, Transporter, Traiter",5,"Laver, Transporter, Traiter","Or",0,1,0,"Gallo","Autorités locales ou coutumières","aleatoire","Services de santé","an",,,"groupe_arme","3R","mois",1,0,,0,0,,,,,,,,,,,,,,,,,,0,,0,"etayement extension chauffage",,,0,0
208,216,"IPIS","IPIS - TetraTech 2019","cafmine00216","Zeze","2019-06-21",1,,"0101000020E6100000F5D6C05609E62D406ACB520DE8821440",14.94929,5.1278383333,"GPS","Nana-Mambéré","Abba","Abba","Kamama",2,30,10,"Creuser, Concasser, Laver, Transporter, Traiter",0,,"Or",0,1,0,"Abba, Gallo","Services de l'environnement","aleatoire",,,,,"groupe_arme","3R","semaine",1,1,,0,0,,,,,,,,,,,,,,,,,,0,,1,"etayement extension chauffage","Conflit lié à l’exploitation artisanale","Conflits entre propriétaires et exploitants",0,0
209,217,"IPIS","IPIS - TetraTech 2019","cafmine00217","Sah","2019-06-21",1,,"0101000020E61000007352AF4A0FE82D402A52616C21381440",14.9532416667,5.054815,"GPS","Nana-Mambéré","Abba","Abba","Kamama",2,30,6,"Creuser, Laver, Transporter, Traiter",5,"Laver, Transporter, Traiter","Or",0,1,0,"Sagani","Autorités locales ou coutumières","aleatoire",,,,,"groupe_arme","3R","mois",1,1,,,,,,,,,,,,,,,,,,,,,0,,0,"etayement extension chauffage",,,5,0
210,229,"IPIS","IPIS - TetraTech 2019","cafmine00229","Ly Hononh","2019-06-21",1,,"0101000020E61000002861A6ED5F3D31408C3CE2B2F78F1840",17.239745,6.1405933333,"GPS","Ouham","Bossangoa","Koro-M'poko","Willy",1,10,1,"Traiter",0,,"Or",0,1,0,"Bangui, Garoua Boulaï","Brigade minière (USAF)","permanent",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie",1,"etayement extension chauffage",,,0,0
211,237,"IPIS","IPIS - TetraTech 2019","cafmine00237","Dock Sala","2019-06-21",1,,"0101000020E61000001A9617854A3D314058D4F912177D1840",17.2394183333,6.1221583333,"GPS","Ouham","Bossangoa","Koro-M'poko","Willy",2,28,2,"Laver",0,,"Or",0,1,0,"Bangui, Garoua Boulaï","Administration des mines","aleatoire","Brigade minière (USAF)","aleatoire",,,"autodefense","Anti-balaka",,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie",0,"etayement extension chauffage","Conflit lié à l’exploitation artisanale","Conflits de limites, Conflits lié au vol",1,0
212,289,"IPIS","IPIS - TetraTech 2019","cafmine00289","Yémba","2019-06-21",1,,"0101000020E6100000A9BA30E380602F40528C5A3F10331440",15.6884833333,5.0498666667,"GPS","Nana-Mambéré","Abba","Nadziboro","Garka-Boutou",2,350,38,"Transporter, Autres activités",15,"Transporter, Autres activités","Diamant",1,0,0,"Carnot","Services de santé","trois_mois","Autorités locales ou coutumières","aleatoire",,,"autodefense","Anti-balaka",,,,,,,,,,,,,,,,,,,,,,,,0,,1,"extension etayement","Conflit lié à l’exploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflits concernant le partage des gains, Conflit entre assureurs et artisans, Conflits avec les autorités",0,0
213,198,"IPIS","IPIS - TetraTech 2019","cafmine00198","Mbombia","2019-06-22",1,,"0101000020E610000044758A448E9A2D40409501453FBD1640",14.8018666667,5.6848116667,"GPS","Nana-Mambéré","Baboua","Baboua","Yezo",3,80,28,"Creuser, Laver, Transporter, Traiter",12,"Creuser, Laver, Transporter, Traiter","Or",0,1,0,"Galo, Cameroun",,,,,,,"groupe_arme","3R","aleatoire",0,0,,1,,0,,,,,,,,,,,,,,,,,0,,1,"extension",,,0,0
